Country;ISO2;Indicator;Unit;F1961;F1962;F1963;F1964;F1965;F1966;F1967;F1968;F1969;F1970;F1971;F1972;F1973;F1974;F1975;F1976;F1977;F1978;F1979;F1980;F1981;F1982;F1983;F1984;F1985;F1986;F1987;F1988;F1989;F1990;F1991;F1992;F1993;F1994;F1995;F1996;F1997;F1998;F1999;F2000;F2001;F2002;F2003;F2004;F2005;F2006;F2007;F2008;F2009;F2010;F2011;F2012;F2013;F2014;F2015;F2016;F2017;F2018;F2019;F2020;F2021;F2022
Malaysia;MY;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20433.07;20340.355;20247.64;20154.925;20062.21;19969.495;19876.78;19784.065;19691.35;19616.98;19542.61;19468.24;19393.87;19319.5;19245.13;19170.76;19096.39;19022.02;18947.65;19050.964;19154.278;19257.592;19360.906;19464.22;19314.64;19264.49;19214.34;19164.19;19114.04;19063.89;19013.74
Maldives;MV;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82;0.82
Mali;ML;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0;13296.0
Malta;MT;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.38;0.42;0.46;0.46;0.46;0.46;0.46
Marshall Islands, Rep. of the;MH;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4;9.4
Martinique;MQ;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.02;48.11;48.2;48.29;48.38;48.47;48.56;48.65;48.74;48.895;49.05;49.205;49.36;49.515;49.67;49.825;49.98;50.135;50.29;50.49;50.69;50.89;51.09;51.29;51.49;51.689;51.89;52.09;52.29;52.49;52.69
Mauritania, Islamic Rep. of;MR;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;465.16;459.72;454.28;448.84;443.4;437.96;432.52;427.08;421.64;416.2;410.76;405.32;399.88;394.44;389.0;383.56;378.12;372.68;367.24;361.8;356.36;350.92;345.48;340.04;334.6;329.2;323.7;318.3;312.8;307.3667;301.8889
Mauritius;MU;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.242;41.328;41.414;41.5;41.586;41.672;41.758;41.844;41.93;41.576;41.222;40.868;40.514;40.16;39.806;39.452;39.098;38.744;38.39;38.372;38.354;38.336;38.318;38.3;38.29;38.65;38.69;38.73;38.77;38.81;38.85
Mayotte;YT;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.414;18.071;17.728;17.385;17.042;16.699;16.356;16.013;15.67;15.544;15.418;15.292;15.166;15.04;14.914;14.788;14.662;14.536;14.41;14.356;14.302;14.248;14.194;14.14;14.0864;14.04;13.99;13.94;13.89;13.84;13.79
Mexico;MX;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70149.59;69928.56;69707.53;69486.5;69265.47;69044.44;68823.41;68602.38;68381.35;68237.546;68093.742;67949.938;67806.134;67662.33;67518.526;67374.722;67230.918;67087.114;66943.31;66820.83;66698.35;66575.87;66453.39;66330.91;66203.15;66075.38;65947.61;65819.85;65692.08;65564.3167;65436.5489
Micronesia, Federated States of;FM;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.636;63.664;63.692;63.72;63.748;63.776;63.804;63.832;63.86;63.887;63.914;63.941;63.968;63.995;64.022;64.049;64.076;64.103;64.13;64.158;64.186;64.214;64.242;64.27;64.3;64.33;64.36;64.39;64.42;64.45;64.48
Moldova, Rep. of;MD;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;329.2;331.1;333.0;334.9;336.8;338.7;340.6;342.5;344.4;347.41;350.42;353.43;356.44;359.45;362.46;365.47;368.48;371.49;374.5;376.88;379.26;381.64;384.02;386.4;386.5;386.5;386.5;386.5;386.5;386.5;386.5
Mongolia;MN;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14334.38;14325.57;14316.76;14307.95;14299.14;14290.33;14281.52;14272.71;14263.9;14255.9;14247.9;14239.9;14231.9;14223.9;14215.9;14207.9;14199.9;14191.9;14183.9;14182.786;14181.672;14180.558;14179.444;14178.33;14177.22;14176.11;14175.0;14173.89;14172.78;14171.67;14170.56
Montenegro;ME;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;659.899785612196;663.16771676989;666.435647927585;669.703579085279;672.971510242973;676.239441400667;679.507372558361;682.775303716055;686.043234873749;696.136029061458;706.228823249166;716.321617436875;726.414411624583;736.507205812292;746.6;766.7;786.8;806.9;827.0;827.0;827.0;827.0;827.0;827.0;827.0;827.0;827.0;827.0;827.0;827.0;827.0
Montserrat;MS;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.3;3.2;3.1;3.0;2.9;2.8;2.7;2.6;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5
Morocco;MA;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5489.54;5491.665;5493.79;5495.915;5498.04;5500.165;5502.29;5504.415;5506.54;5523.343;5540.146;5556.949;5573.752;5590.555;5607.358;5624.161;5640.964;5657.767;5674.57;5676.594;5678.618;5680.642;5682.666;5684.69;5699.79;5711.59;5721.59;5732.09;5742.49;5752.9567;5763.3789
Mozambique, Rep. of;MZ;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42940.0;42721.0;42502.0;42283.0;42064.0;41845.0;41626.0;41407.0;41188.0;40966.414;40744.828;40523.242;40301.656;40080.07;39858.484;39636.898;39415.312;39193.726;38972.14;38765.712;38559.284;38352.856;38146.428;37940.0;37628.29;37406.6;37224.168;36966.11;36743.76;36497.6047;36267.3196
Myanmar;MM;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38348.406;37913.369;37478.332;37043.295;36608.258;36173.221;35738.184;35303.147;34868.11;34525.399;34182.688;33839.977;33497.266;33154.555;32811.844;32469.133;32126.422;31783.711;31441.0;31151.288;30861.576;30571.864;30282.152;29992.44;29702.73;29413.02;29123.31;28833.6;28543.89;28254.18;27964.47
Namibia;;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8627.1528;8556.1442;8485.1356;8414.127;8343.1184;8272.1098;8201.1012;8130.0926;8059.084;7988.0746;7917.0652;7846.0558;7775.0464;7704.037;7633.0276;7562.0182;7491.0088;7419.9994;7348.99;7277.982;7206.974;7135.966;7064.958;6993.95;6922.94;6851.93;6780.92;6709.91;6638.9;6567.89;6496.88
Nepal;NP;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5693.752;5704.628;5715.504;5726.38;5737.256;5748.132;5759.008;5769.884;5780.76;5798.887;5817.014;5835.141;5853.268;5871.395;5889.522;5907.649;5925.776;5943.903;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03;5962.03
Netherlands Antilles;AN;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;2.35;;;;;;;;;;;;
Netherlands, The;NL;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348.164;349.581;350.998;352.415;353.832;355.249;356.666;358.083;359.5;360.898;362.296;363.694;365.092;366.49;367.888;369.286;370.684;372.082;373.48;371.75;370.02;368.29;366.56;364.83;365.76;366.7;367.63;368.57;369.5;370.4367;371.3689
New Caledonia;NC;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;832.474;833.146;833.818;834.49;835.162;835.834;836.506;837.178;837.85;837.967;838.084;838.201;838.318;838.435;838.552;838.669;838.786;838.903;839.02;838.92;838.82;838.72;838.62;838.52;838.42;838.32;838.22;838.12;838.02;837.92;837.82
New Zealand;NZ;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9467.904;9515.721;9563.538;9611.355;9659.172;9706.989;9754.806;9802.623;9850.44;9850.208;9849.976;9849.744;9849.512;9849.28;9849.048;9848.816;9848.584;9848.352;9848.12;9847.818;9847.516;9847.214;9846.912;9846.61;9846.75;9850.85;9855.15;9865.52;9892.59;9908.5267;9931.8856
Nicaragua;NI;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6199.32;6099.32;5999.32;5899.32;5799.32;5699.32;5599.32;5499.32;5399.32;5278.203;5157.086;5035.969;4914.852;4793.735;4672.618;4551.501;4430.384;4309.267;4188.15;4132.026;4075.902;4019.778;3963.654;3907.53;3807.53;3707.53;3607.53;3507.53;3407.53;3307.53;3207.53
Niger;NE;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1821.62;1759.93;1698.24;1636.55;1574.86;1513.17;1451.48;1389.79;1328.1;1315.68;1303.26;1290.84;1278.42;1266.0;1253.58;1241.16;1228.74;1216.32;1203.9;1191.48;1179.06;1166.64;1154.22;1141.8;1129.38;1116.96;1104.54;1092.12;1079.7;1067.28;1054.86
Nigeria;NG;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26199.48;26036.175;25872.87;25709.565;25546.26;25382.955;25219.65;25056.345;24893.04;24729.734;24566.428;24403.122;24239.816;24076.51;23913.204;23749.898;23586.592;23423.286;23259.98;23096.674;22933.368;22770.062;22606.756;22443.45;22280.1479;22116.85;21953.55;21790.25;21626.95;21463.65;21300.35
Niue;NU;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.91;18.9;18.89;18.88;18.87;18.86;18.85;18.84;18.83;18.824;18.818;18.812;18.806;18.8;18.794;18.788;18.782;18.776;18.77;18.78;18.79;18.8;18.81;18.82;18.83;18.84;18.85;18.86;18.87;18.88;18.89
Norfolk Island;NF;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49
North Macedonia, Republic of ;MK;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;921.11;925.665;930.22;934.775;939.33;943.885;948.44;952.995;957.55;957.838;958.126;958.414;958.702;958.99;959.278;959.566;959.854;960.142;960.43;967.224;974.018;980.812;987.606;994.4;1001.67;1001.49;1001.49;1001.49;1001.49;1001.49;1001.49
Northern Mariana Islands;MP;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.28;33.115;32.95;32.785;32.62;32.455;32.29;32.125;31.96;31.796;31.632;31.468;31.304;31.14;30.976;30.812;30.648;30.484;30.32;30.154;29.988;29.822;29.656;29.49;24.36;24.36;24.36;24.36;24.36;24.36;24.36
Norway;NO;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12128.2;12126.3;12124.4;12122.5;12120.6;12118.7;12116.8;12114.9;12113.0;12111.9;12110.8;12109.7;12108.6;12107.5;12106.4;12105.3;12104.2;12103.1;12102.0;12109.8;12117.6;12125.4;12133.2;12141.0;12148.8;12156.6;12164.4;12172.2;12180.0;12187.8;12195.6
Oceania;;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184645.1372;184480.5509;184315.9645;184151.3781;183986.7918;183822.2054;183657.619;183493.0326;183328.4463;183097.1052;182865.7641;182634.423;182403.0819;182171.7408;181940.3997;181709.0586;181477.7175;181246.3764;181015.0353;181699.0104;182382.9855;183066.9607;183750.9358;184434.9109;185346.55;185302.78;185266.72;185249.02;185248.02;185235.8867;185231.1756
Oman;OM;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.8;2.7;2.6;2.5;2.5;2.4333;2.4111
Pakistan;PK;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4891.684;4844.131;4796.578;4749.025;4701.472;4653.919;4606.366;4558.813;4511.26;4469.507;4427.754;4386.001;4344.248;4302.495;4260.742;4218.989;4177.236;4135.483;4093.73;4061.504;4029.278;3997.052;3964.826;3932.6;3868.24;3849.92;3808.58;3767.24;3725.9;3684.56;3643.22
Palau, Rep. of;PW;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.436;38.579;38.722;38.865;39.008;39.151;39.294;39.437;39.58;39.678;39.776;39.874;39.972;40.07;40.168;40.266;40.364;40.462;40.56;40.646;40.732;40.818;40.904;40.99;41.08;41.16;41.25;41.33;41.41;41.49;41.57
Panama;PA;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4574.348;4557.822;4541.296;4524.77;4508.244;4491.718;4475.192;4458.666;4442.14;4430.725;4419.31;4407.895;4396.48;4385.065;4373.65;4362.235;4350.82;4339.405;4327.99;4316.574;4305.158;4293.742;4282.326;4270.91;4259.5;4248.08;4236.67;4225.25;4213.84;4202.4233;4191.0111
Papua New Guinea;PG;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36375.3372;36363.1659;36350.9945;36338.8231;36326.6518;36314.4804;36302.309;36290.1376;36277.9663;36268.0582;36258.1501;36248.242;36238.3339;36228.4258;36218.5177;36208.6096;36198.7015;36188.7934;36178.8853;36147.9924;36117.0995;36086.2067;36055.3138;36024.4209;35989.88;35956.35;35922.82;35889.29;35855.76;35822.23;35788.7
Paraguay;PY;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25035.018;24779.597;24524.176;24268.755;24013.334;23757.913;23502.492;23247.071;22991.65;22649.506;22307.362;21965.218;21623.074;21280.93;20938.786;20596.642;20254.498;19912.354;19570.21;19155.956;18741.702;18327.448;17913.194;17498.94;17333.13;16940.27;16660.93;16381.6;16102.26;15822.9267;15543.5889
Peru;PE;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76218.398;76103.327;75988.256;75873.185;75758.114;75643.043;75527.972;75412.901;75297.83;75173.027;75048.224;74923.421;74798.618;74673.815;74549.012;74424.209;74299.406;74174.603;74049.8;73878.746;73707.692;73536.638;73365.584;73194.53;73010.28;72834.78;72676.04;72503.2;72330.37;72157.5333;71984.7011
Philippines;PH;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7684.9;7637.945;7590.99;7544.035;7497.08;7450.125;7403.17;7356.215;7309.26;7262.306;7215.352;7168.398;7121.444;7074.49;7027.536;6980.582;6933.628;6886.674;6839.72;6874.606;6909.492;6944.378;6979.264;7014.15;7049.04;7083.93;7118.81;7153.7;7188.59;7223.48;7258.37
Pitcairn Islands;PN;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5
Poland, Rep. of;PL;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8917.4;8935.1;8952.8;8970.5;8988.2;9005.9;9023.6;9041.3;9059.0;9086.0;9113.0;9140.0;9167.0;9194.0;9221.0;9248.0;9275.0;9302.0;9329.0;9347.2;9365.4;9383.6;9401.8;9420.0;9435.0;9447.0;9459.0;9471.0;9483.0;9495.0;9507.0
Portugal;PT;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3375.4;3363.6;3351.8;3340.0;3328.2;3316.4;3304.6;3292.8;3281.0;3278.1;3275.2;3272.3;3269.4;3266.5;3263.6;3260.7;3257.8;3254.9;3252.0;3264.0;3276.0;3288.0;3300.0;3312.0;3312.0;3312.0;3312.0;3312.0;3312.0;3312.0;3312.0
Puerto Rico;PR;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342.094;352.976;363.858;374.74;385.622;396.504;407.386;418.268;429.15;435.38;441.61;447.84;454.07;460.3;466.53;472.76;478.99;485.22;491.45;491.936;492.422;492.908;493.394;493.88;494.37;494.86;495.35;495.84;496.33;496.82;497.31
Qatar;QA;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Réunion;RE;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.554;88.856;89.158;89.46;89.762;90.064;90.366;90.668;90.97;91.272;91.574;91.876;92.178;92.48;92.782;93.084;93.386;93.688;93.99;94.4;94.81;95.22;95.63;96.04;96.52;97.0;97.48;97.96;98.44;98.92;99.4
Romania;RO;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6370.0;6369.5;6369.0;6368.5;6368.0;6367.5;6367.0;6366.5;6366.0;6380.9;6395.8;6410.7;6425.6;6440.5;6455.4;6470.3;6485.2;6500.1;6515.0;6592.192;6669.384;6746.576;6823.768;6900.96;6929.05;6929.05;6929.05;6929.05;6929.05;6929.05;6929.05
Russian Federation;RU;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;809013.62;809045.48;809077.34;809109.2;809141.06;809172.92;809204.78;809236.64;809268.5;809855.21;810441.92;811028.63;811615.34;812202.05;812788.76;813375.47;813962.18;814548.89;815135.6;815094.572;815053.544;815012.516;814971.488;814930.46;815121.03;815311.6;815311.6;815311.6;815311.6;815311.6;815311.6
Rwanda;RW;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311.0;308.0;305.0;302.0;299.0;296.0;293.0;290.0;287.0;284.8;282.6;280.4;278.2;276.0;273.8;271.6;269.4;267.2;265.0;266.0;267.0;268.0;269.0;270.0;272.0;273.0;274.0;275.0;276.0;277.0;278.0
Saint Helena;SH;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
Saint Pierre and Miquelon;PM;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.854;1.831;1.808;1.785;1.762;1.739;1.716;1.693;1.67;1.647;1.624;1.601;1.578;1.555;1.532;1.509;1.486;1.463;1.44;1.418;1.396;1.374;1.352;1.33;1.31;1.29;1.26;1.24;1.22;1.2;1.18
Samoa;WS;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175.166;174.684;174.202;173.72;173.238;172.756;172.274;171.792;171.31;170.828;170.346;169.864;169.382;168.9;168.418;167.936;167.454;166.972;166.49;166.006;165.522;165.038;164.554;164.07;163.59;163.11;162.63;162.15;161.67;161.19;160.71
San Marino, Rep. of;SM;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
São Tomé and Príncipe, Dem. Rep. of;ST;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.568;58.542;58.516;58.49;58.464;58.438;58.412;58.386;58.36;58.334;58.308;58.282;58.256;58.23;58.204;58.178;58.152;58.126;58.1;57.48;56.86;56.24;55.62;55.0;54.38;53.76;53.14;52.52;51.9;51.28;50.66
Saudi Arabia;SA;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0;977.0
Senegal;SN;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9213.16;9168.16;9123.16;9078.16;9033.16;8988.16;8943.16;8898.16;8853.16;8814.66;8776.16;8737.66;8699.16;8660.66;8622.16;8583.66;8545.16;8506.66;8468.16;8428.16;8388.16;8348.16;8308.16;8268.16;8228.16;8188.16;8148.16;8108.16;8068.16;8028.16;7988.16
Serbia and Montenegro;CS;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2968.4;2983.1;2997.8;3012.5;3027.2;3041.9;3056.6;3071.3;3086.0;3131.4;3176.8;3222.2;3267.6;3313.0;;;;;;;;;;;;;;;;;
Serbia, Rep. of;RS;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2308.5002143878;2319.93228323011;2331.36435207242;2342.79642091472;2354.22848975703;2365.66055859933;2377.09262744164;2388.52469628394;2399.95676512625;2435.26397093854;2470.57117675083;2505.87838256313;2541.18558837542;2576.49279418771;2611.8;2637.1;2662.4;2687.7;2713.0;2714.306;2715.612;2716.918;2718.224;2719.53;2720.18;2721.86;2722.0;2722.22;2722.65;2722.94;2723.3233
Seychelles;SC;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7;33.7
Sierra Leone;SL;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3087.246;3067.519;3047.792;3028.065;3008.338;2988.611;2968.884;2949.157;2929.43;2909.703;2889.976;2870.249;2850.522;2830.795;2811.068;2791.341;2771.614;2751.887;2732.16;2712.434;2692.708;2672.982;2653.256;2633.53;2613.8;2594.07;2574.34;2554.61;2534.88;2515.15;2495.42
Singapore;SG;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.2642;15.4829;15.7015;15.9202;16.1389;16.3575;16.5762;16.7948;17.0135;17.0861;17.1588;17.2315;17.3042;17.3769;17.4496;17.5223;17.595;17.6677;17.7404;17.4866;17.2328;16.979;16.7252;16.4714;16.2855;16.11;15.93;15.75;15.57;15.39;15.21
Slovak Rep.;SK;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1901.87371432794;1902.159;1902.052;1901.945;1901.838;1901.731;1901.624;1901.517;1901.41;1903.06;1904.71;1906.36;1908.01;1909.66;1911.31;1912.96;1914.61;1916.26;1917.91;1918.678;1919.446;1920.214;1920.982;1921.75;1923.37;1925.9;1925.9;1925.9;1925.9;1925.9;1925.9
Slovenia, Rep. of;SI;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1197.0;1201.5;1206.0;1210.5;1215.0;1219.5;1224.0;1228.5;1233.0;1234.4;1235.8;1237.2;1238.6;1240.0;1241.4;1242.8;1244.2;1245.6;1247.0;1247.2;1247.4;1247.6;1247.8;1248.0;1245.97;1243.93;1241.9;1239.86;1237.83;1235.7933;1233.7611
Solomon Islands;SB;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2543.448;2542.717;2541.986;2541.255;2540.524;2539.793;2539.062;2538.331;2537.6;2536.868;2536.136;2535.404;2534.672;2533.94;2533.208;2532.476;2531.744;2531.012;2530.28;2529.548;2528.816;2528.084;2527.352;2526.62;2525.89;2525.16;2524.43;2523.7;2522.97;2522.24;2521.51
Somalia;SO;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8129.0;8052.25;7975.5;7898.75;7822.0;7745.25;7668.5;7591.75;7515.0;7438.25;7361.5;7284.75;7208.0;7131.25;7054.5;6977.75;6901.0;6824.25;6747.5;6670.75;6594.0;6517.25;6440.5;6363.75;6287.0;6210.25;6133.5;6056.75;5980.0;5903.25;5826.5
South Africa;ZA;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18069.29;18032.89;17996.49;17960.09;17923.69;17887.29;17850.89;17814.49;17778.09;17741.69;17705.29;17668.89;17632.49;17596.09;17559.69;17523.29;17486.89;17450.49;17414.09;17377.69;17341.29;17304.89;17268.49;17232.09;17195.69;17159.29;17122.89;17086.49;17050.09;17013.69;16977.29
South Sudan, Rep. of;SS;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8085.58636151558;8039.16377732954;7992.74119314351;7946.31860895748;7899.89602477144;7853.47344058541;7807.05085639938;7760.62827221334;7714.20568802731;7667.76074626267;7621.31580449804;7574.8708627334;7528.42592096877;7481.98097920414;7435.5360374395;7389.09109567487;7342.64615391023;7296.2012121456;7249.75627038096;7203.37813519048;7157.0;7157.0;7157.0;7157.0;7157.0;7157.0;7157.0;7157.0;7157.0;7157.0;7157.0
Spain;ES;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14542.514;14861.441;15180.368;15499.295;15818.222;16137.149;16456.076;16775.003;17093.93;17239.071;17384.212;17529.353;17674.494;17819.635;17964.776;18109.917;18255.058;18400.199;18545.34;18546.508;18547.676;18548.844;18550.012;18551.18;18555.24;18559.3;18563.59;18567.88;18572.17;18576.46;18580.75
Sri Lanka;LK;Forest area;1000 HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2313.548;2295.157;2276.766;2258.375;2239.984;2221.593;2203.202;2184.811;2166.42;2160.14;2153.86;2147.58;2141.3;2135.02;2128.74;2122.46;2116.18;2109.9;2103.62;2108.66;2113.7;2118.74;2123.78;2128.82;2125.66;2122.5;2119.34;2116.18;2113.02;2109.86;2106.7
